x,y,label
0.78716462,3.573705406,0
1.458466815,4.114513492,0
1.546839637,-0.394369732,1
-0.026014162,5.410001188,0
1.374397528,5.779284475,0
1.494316222,1.078728252,1
0.446759912,0.746522488,1
-0.127613635,5.388451372,0
1.11794255,4.843564049,0
1.206764735,3.622514975,0
2.090187414,1.402109692,1
3.603895355,0.83336076,1
1.347909392,1.044151928,1
0.394860815,5.714405504,0
2.087667822,0.405583241,1
1.759000079,4.574705832,0
-0.395543092,4.122958089,0
2.708722569,0.539535211,1
1.287241548,5.406938804,0
1.214645528,3.459632258,0
1.321723248,4.139587131,0
0.403087317,4.330843302,0
2.892787404,1.549545379,1
3.093444737,0.733748106,1
3.40236497,1.448436282,1
1.799860554,0.595889239,1
0.93520778,1.357520647,1
0.98444828,0.921991088,1
1.666273016,1.213703079,1
1.116343414,0.871367841,1
0.435800912,4.878755628,0
2.715952941,0.650278416,1
0.665551652,5.101165987,0
2.468008309,4.190747168,0
0.415222206,4.453233438,0
0.138585952,3.052727571,0
1.109300636,4.501141208,0
1.019581214,2.778692447,0
1.032809718,4.560888441,0
2.516486687,1.506211719,1
0.66260744,-0.612266664,1
1.657898324,0.164544355,1
0.78705525,3.527669992,0
3.45649593,-0.419848401,1
0.952315184,4.667869417,0
2.229591153,1.884967393,1
2.004023118,1.134032551,1
2.785506085,0.20948107,1
0.661171676,3.500013901,0
1.19525955,0.969886576,1
2.631110365,0.941710991,1
0.864147735,4.647834868,0
0.680937024,3.809709122,0
0.577735519,2.432562235,0
2.216514742,2.344848289,1
3.397302937,0.221488192,1
3.422511354,0.420321723,1
0.576742128,4.119565577,0
2.262598949,4.773949582,0
0.251572108,4.32330312,0
2.710339618,0.786789886,1
1.700411774,-0.035208497,1
2.024886198,1.183277041,1
0.821147821,1.22253603,1
2.07135131,0.82793463,1
1.668611928,4.353874078,0
1.166571648,-0.024463991,1
3.083640129,-0.297525396,1
2.381942416,1.755918737,1
0.178135742,5.16825517,0
0.878711052,4.566225883,0
0.548875883,6.354372955,0
3.098890411,2.395263926,0
1.361984704,2.748507978,0
1.547720622,4.650129888,0
0.248203167,2.993438038,0
1.477613435,0.417993437,1
2.238221919,0.042252967,1
2.435397796,0.373960705,1
0.512414901,2.701889359,0
1.595997056,4.413422802,0
0.205066469,4.347940914,0
2.750548488,0.660586526,1
1.907823209,0.464138551,1
1.242377625,3.577805949,0
2.081844936,0.819368362,1
0.7135228,4.105340665,0
3.201097935,1.669207638,1
1.910980735,4.860761499,0
1.363710924,0.454268376,1
1.765679029,-0.176033315,1
2.219087168,1.489636532,1
1.534535643,0.198259584,1
1.633841351,1.931754717,1
1.714971029,-0.353810829,1
0.296761039,4.508456711,0
1.455677333,3.211917874,0
0.942879683,3.310907854,0
1.087110557,-0.134577516,1
1.674617934,4.308286077,0
3.207393819,0.559237751,1
2.807676931,2.150363753,1
1.275283173,4.626137531,0
1.667043014,4.8029578,0
1.10797539,4.625225469,0
1.170758176,0.629401005,1
3.272100115,2.140545705,1
2.279132411,5.552742282,0
1.57074349,3.401748383,0
1.324044437,1.176719761,1
1.204986725,2.320551511,1
0.955592873,3.676461055,0
3.268060523,4.240951361,0
0.956360439,5.221102846,0
1.413124204,-0.123357631,1
1.558788007,1.182503437,1
3.727016898,0.73086479,1
1.852142606,2.563562256,0
0.203175729,0.362460797,1
0.702536827,0.900402544,1
2.435238055,0.987525656,1
1.772248946,4.273956427,0
-0.065350112,5.021495857,0
3.641948198,1.54151174,1
2.400926046,1.919106837,1
0.689793785,-0.269431846,1
1.228725065,2.041951572,1
1.748321357,1.41528165,1
1.783845233,4.1751337,0
-0.122658295,4.530780566,0
-0.066358332,5.126116555,0
0.617302478,4.392794252,0
0.170904773,4.511564265,0
1.363542211,-0.334086309,1
4.202680526,2.40209684,1
0.889827395,4.320174804,0
2.896682687,4.267868749,0
0.579451364,3.099417131,0
0.03754424,4.348127645,0
1.421577449,4.378946101,0
3.001943137,5.106594891,0
3.885419345,1.295722831,1
2.04671952,1.949969556,1
-0.49015341,1.646460587,1
0.391608109,3.271821535,0
1.573793646,0.636126074,1
1.372511541,3.989081253,0
1.923487085,0.953814882,1
2.248511579,2.269775775,1
0.552942495,5.943889573,0
2.918583011,1.4935488,1
1.717042238,1.562855709,1
1.542695698,3.912175508,0
2.308154722,0.935082595,1
1.752708752,3.056860538,1
1.993115822,-0.205109048,1
0.675375254,3.135078728,0
0.554583095,4.240203092,0
1.779072807,0.293053254,1
-0.409398516,4.697152245,0
2.571312443,0.006718814,1
1.081167159,0.93766984,1
1.884967063,-0.559275539,1
0.713609055,2.879184092,0
2.183462997,0.680513492,1
3.028740368,1.192183936,1
0.592662497,4.529622106,0
0.150831194,4.571381951,0
1.281848818,4.180905533,0
1.928816292,0.979267234,1
0.252300261,5.853102388,0
2.021889729,0.091070771,1
1.353553826,4.587410506,0
1.381633692,4.429969472,0
1.341579941,-0.265344671,1
1.264338585,6.021674355,0
0.173556861,4.506175003,0
0.75387145,4.148879261,0
1.982919259,0.418007782,1
2.244361211,0.822544465,1
1.018340813,4.723548587,0
2.584408791,0.361150509,1
0.990563181,0.399291639,1
-0.016662184,1.845349536,1
1.911511766,5.407106004,0
2.140761549,1.355950743,1
1.434024973,-0.497784085,1
2.68822121,4.043036418,0
0.771132956,3.557325536,0
1.400156812,5.19456366,0
0.649321469,3.926526648,0
1.710261788,3.619746648,0
2.479185436,0.270421647,1
2.484846419,1.203025443,1
0.985195096,5.821777247,0
1.705505414,5.273723914,0
2.639966704,0.940042337,1
1.28607914,5.55441099,0
0.653433093,2.086441438,1
0.000921724,3.931640289,0
1.144542275,5.223432263,0
0.912802297,4.523696302,0
2.793922913,1.054217735,1
0.937421712,4.491218835,0
-0.411469269,2.971184762,0
1.277814118,4.828140899,0
2.26826571,5.765438239,0
1.039668524,3.388253118,0
2.218000763,1.646098179,1
1.219617065,0.134089984,1
0.657395029,3.261520564,0
2.002522365,1.96795572,1
1.986095402,4.573188548,0
3.404864817,0.350894698,1
0.328472743,3.549174211,0
0.384392423,4.056949792,0
2.113576865,0.666228974,1
0.523472705,5.230924602,0
2.842842077,1.372033258,1
1.376138252,4.568517338,0
1.098707114,5.539919808,0
2.003959401,0.293279153,1
0.291487547,3.353222192,0
0.711090387,3.589540491,0
1.414618725,1.014700012,1
0.711450426,4.351527868,0
0.126087033,2.990731895,0
2.224408592,2.588085791,1
1.007724942,4.956504374,0
1.318260474,3.72169875,0
1.569958655,4.306992583,0
1.776050051,4.648210796,0
1.807371833,-0.582205727,1
0.185637051,4.151986599,0
0.421722784,3.971476959,0
3.488190979,-0.503175615,1
3.442125335,1.218758954,1
1.210530651,5.523579306,0
2.031017982,0.621642935,1
0.518345184,1.247297766,1
1.63306069,2.89142878,0
2.750450078,1.100133823,1
0.332079847,4.261215847,0
-0.2187984,3.802238328,0
0.514837824,4.657429867,0
2.49117851,0.620292967,1
0.523653647,4.85208431,0
2.482246525,0.16473671,1
1.673543606,5.459743588,0
2.511374564,1.241654797,1
-0.385290563,3.549683527,0
-0.300767005,2.792770416,0
0.356582119,4.470861118,0
0.377086929,4.881765945,0
0.680544752,4.436683951,0
1.952921879,-0.359754923,1
2.343467889,0.396476424,1
0.418275955,1.894415998,0
0.966796308,4.313561392,0
0.648225089,1.028261452,1
2.073846276,0.933821873,1
2.563695195,5.073925287,0
1.836336147,3.744528939,0
0.179071882,4.671929088,0
-0.188875907,5.039592312,0
2.167392514,-0.785817092,1
0.712016833,4.386577469,0
0.305901212,5.234229946,0
-0.969056955,4.51754908,0
0.994172797,4.388323616,0
2.069356485,3.022838689,0
1.771545205,0.880553922,1
2.219499042,2.000404436,1
0.120463089,5.733127536,0
1.175868376,6.116117726,0
0.624693945,3.668450738,0
1.200136192,0.199346308,1
1.966034776,2.059966395,1
1.74992215,4.57342281,0
0.546715509,3.610364517,0
1.688835635,1.384502322,1
1.273564435,3.144159023,1
1.217907799,5.785055791,0
1.425872154,4.513012948,0
2.139134857,1.065267557,1
1.168037435,4.686042613,0
2.070155793,1.17274556,1
1.605728146,1.045318735,1
1.312875784,3.374685045,0
0.949972714,0.214390817,1
0.388027708,5.609707824,0
1.316734357,1.455595798,1
2.491246841,-1.262389327,1
2.737011499,-0.671888524,1
0.945867217,6.327420876,0
1.844792076,3.834127755,0
2.237988273,0.980300007,1
2.051586241,4.483559788,0
3.12675104,0.812329182,1
2.710478938,1.104356643,1
-0.474059583,5.961946413,0
0.919085811,3.183150838,0
2.077995147,1.053596375,1
0.097163663,4.883142668,0
0.928557011,4.302610041,0
1.301592644,4.274681389,0
2.572200485,1.845381634,1
-0.50473269,3.196030986,0
2.76302065,1.175669938,1
2.144714838,0.819753163,1
1.132108398,5.724088905,0
1.757952668,2.617614817,1
1.112211601,0.432273274,1
1.737241311,5.472506784,0
1.647055842,1.693355078,1
2.136122149,3.717755521,0
1.378008511,2.213520441,1
3.273617149,1.25330197,1
2.342759174,1.451677732,1
1.252409252,5.151337611,0
0.899445372,5.466244981,0
2.514925069,-0.647702326,1
0.785649984,4.046875057,0
1.145675246,4.260774318,0
1.777859253,1.975061735,0
1.425958531,4.663021656,0
2.297339531,0.634692706,1
1.367857619,-0.040841728,1
2.002875177,-0.320161507,1
2.139591655,2.237517787,1
1.15330381,5.133930508,0
2.258541265,2.085875482,1
-0.266202706,3.722863526,0
0.521290439,4.325381755,0
-0.02471454,3.334620472,0
2.424854286,1.356743951,1
3.132567428,1.322237158,1
1.588193757,-0.036121458,1
2.150941423,0.340450385,1
2.67782793,0.578724619,1
1.407260215,-0.332235625,1
2.676066543,1.836555362,1
1.574594386,1.302290336,1
0.527677598,0.215748464,1
-0.420250421,3.958626301,0
0.818974458,3.617286113,0
0.544880117,3.40968924,0
1.384530668,0.898724847,1
-0.341594865,4.658508325,0
2.514372094,2.84456067,1
0.421820519,3.860776412,0
2.066521324,0.794010471,1
-0.007481892,4.038338914,0
2.002785715,0.517852844,1
2.102532024,4.478320007,0
1.620980267,1.556182731,1
1.009106048,2.89557949,0
1.13782583,0.800571941,1
1.365073344,3.483867116,0
0.752284626,-0.55751098,1
1.326220292,1.012800124,1
0.708464993,1.615449821,1
2.242222646,4.746895513,0
1.270867704,-0.335974064,1
0.339033286,4.331674763,0
2.83846466,1.289355966,1
0.66891069,5.208684693,0
2.988825531,0.780500358,1
1.64450541,0.899849165,1
0.183399393,5.360608804,0
0.293599899,3.90910029,0
-0.804142532,4.408950955,0
2.610770801,5.5622249,0
1.957326504,4.450416081,0
1.523544042,1.740979964,1
1.508757851,1.025261603,1
-0.034260291,3.872993426,0
0.110934485,4.237610785,0
0.825676315,-0.447619136,1
1.024329878,1.138867781,1
2.103762475,3.483871867,0
-0.516236917,4.68708162,0
3.31745428,-0.907642855,1
-1.219107059,3.322929518,0
0.886360714,1.323507057,1
1.657942663,0.166533283,1
1.766349423,4.79867823,0
-0.253284416,4.984040584,0
-0.291298875,4.677270274,0
0.467414232,3.355274889,0
2.102163173,1.151794498,1
1.20075243,0.983859735,1
1.096930267,4.032358173,0
0.215123502,4.632654451,0
1.448838356,5.062390132,0
3.346212958,-0.097822732,1
0.293371864,3.717670016,0
1.02010878,5.040972462,0
2.078650768,2.794877591,1
2.443980721,1.715654143,1
0.434448607,3.966106285,0
2.398579139,2.543869253,1
0.748696572,3.344977696,0
2.548422638,4.12174567,0
1.269942308,2.097992603,1
2.33012522,4.084000591,0
1.978232714,4.150851217,0
0.666280566,4.436985604,0
2.463628343,0.074705506,1
2.19063042,-0.767102952,1
0.236092502,3.811765112,0
3.466783947,-0.3064493,1
0.927420988,3.971252833,0
0.404678698,3.99816714,0
1.222022508,4.654727525,0
0.536378892,3.471781947,0
0.918264714,5.760128641,0
1.29147133,4.424539862,0
0.590536644,4.646562187,0
0.19502365,4.467628099,0
-0.014107286,5.069489841,0
1.293824125,1.363742571,1
1.792859467,5.433490747,0
1.824741283,-0.221934911,1
1.709476688,2.046511098,0
2.397499223,-0.61184114,1
2.80878533,0.666351667,1
2.144438612,1.011489644,1
1.276164194,4.173929067,0
0.647429859,3.870038499,0
1.772208841,3.856992823,0
2.871741162,1.089628067,1
1.94476066,3.25418538,0
0.542085712,3.300249971,0
1.746345408,1.559857197,1
1.510650656,-0.066501195,1
2.526275963,0.328056647,1
2.71330404,0.239373536,1
1.819967976,1.85298317,1
2.775542447,2.934540685,0
1.127082299,3.962273532,0
2.016921213,0.964917125,1
1.563134749,4.98095862,0
1.850865247,4.242343371,0
3.29270428,0.944832052,1
2.298378169,1.729445863,1
1.344789864,0.096884109,1
1.392008776,1.128109537,1
0.244228246,5.927342538,0
2.239870209,0.964143164,1
2.834905832,0.849177222,1
2.196251516,2.02743375,1
2.289584088,0.295536365,1
4.170442894,2.339237763,1
1.219662214,4.821304587,0
0.894879076,2.552697506,1
3.51072696,0.224365892,1
-0.333407384,4.357560023,0
2.442997602,0.593721483,1
1.443318069,0.138125418,1
2.696160268,1.803181828,1
2.500039999,0.440717797,1
0.4170329,5.12733757,0
2.705090357,0.669546835,1
0.680502501,3.153406798,0
-0.452765405,3.548161673,0
2.245881909,-0.529221448,1
1.618649324,3.845524586,0
2.283937984,1.343843844,1
-0.411289728,4.246723296,0
1.918100016,2.422945144,1
1.802925499,6.117575338,0
3.35656002,0.976244235,1
3.53480255,0.648201363,1
1.328313133,1.966300363,1
2.269749238,0.565485363,1
2.761915921,1.31244044,1
1.70483653,0.554723354,1
0.426165861,4.705197405,0
1.899075151,1.598589147,1
1.438085186,4.676973841,0
1.385217936,6.649239174,0
1.393811528,2.373922373,1
2.128517837,2.759926971,1
0.252267543,-0.665355953,1
0.691239771,2.137571197,1
2.238487617,1.380469915,1
1.588256249,3.366317046,0
0.730968772,0.466684106,1
0.098523442,3.932551241,0
2.421422986,0.770255807,1
1.407423187,4.204992082,0
2.264919133,1.414457293,1
0.469403146,4.259105126,0
2.241284443,5.915293127,0
2.151094771,1.456341197,1
1.142079321,2.7894589,0
2.078865333,0.535952779,1
1.372083152,2.997980194,0
1.395950589,4.205098979,0
